ID,Name,PoI ID,PoI Name,To ID,To Name,Latitude,Longitude,Elevation
,,,,P-C46,O Cabreiro,42.10557,-8.88470,80
P-C46,O Cabreiro,,,,,42.10557,-8.88470,80
,,,,P-C47,O Sinal,42.10789,-8.87713,46
P-C47,O Sinal,,,,,42.10789,-8.87713,46
,,,,P-C48,Percibilleira,42.11428,-8.86258,70
P-C48,Percibilleira,,,,,42.11428,-8.86258,70
,,,,.,,42.11355,-8.85883,77
,,,,P-C49,Baiona,42.11833,-8.85423,16
P-C49,Baiona,,,,,42.11833,-8.85423,16
,,,,P-C50,Sabarís,42.11011,-8.82226,5
P-C50,Sabarís,,,,,42.11011,-8.82226,5
,,,,P-C51,A Ramallosa,42.11762,-8.81104,9
P-C51,A Ramallosa,,,,,42.11762,-8.81104,9
,,,,P-C52,Nigrán,42.13872,-8.80714,24
P-C52,Nigrán,,,,,42.13872,-8.80714,24
,,,,P-C53,Priegue,42.15955,-8.80094,137
P-C53,Priegue,,,,,42.15955,-8.80094,137
,,,,P-C54,Saiáns,42.16681,-8.80136,125
P-C54,Saiáns,,,,,42.16681,-8.80136,125
,,,,P-C55,Oia,42.18203,-8.78785,81
P-C55,Oia,,,,,42.18203,-8.78785,81
,,,,P-C56,Coruxo,42.19316,-8.77304,30
P-C56,Coruxo,,,,,42.19316,-8.77304,30
,,,,P-C57,Vigo,42.23922,-8.72637,23
,,,,P-C62,Santo André de Comesaña,42.19957,-8.75424,33
P-C57,Vigo,,,,,42.23922,-8.72637,23
,,,,P-C58,Senda da Agua (Teis),42.25297,-8.67856,149
P-C58,Senda da Agua (Teis),,,,,42.25297,-8.67856,149
,,,,P-C59,Senda da Agua (Chapela),42.25996,-8.66897,159
P-C59,Senda da Agua (Chapela),,,,,42.25996,-8.66897,159
,,,,.,,42.26148,-8.66347,166
,,,,P-C60,Senda da Agua (Transmañó),42.27701,-8.65879,161
P-C60,Senda da Agua (Transmañó),,,,,42.27701,-8.65879,161
,,,,P-C61,Cedeira,42.27663,-8.62567,92
P-C61,Cedeira,,,,,42.27663,-8.62567,92
,,,,P-P223,Redondela,42.28393,-8.60912,4
P-C62,Santo André de Comesaña,,,,,42.19957,-8.75424,33
,,,,P-C63,Matamá,42.20058,-8.73918,76
P-C63,Matamá,,,,,42.20058,-8.73918,76
,,,,P-C64,Vigo (Parque de Casterelos),42.21165,-8.73222,12
P-C64,Vigo (Parque de Casterelos),,,,,42.21165,-8.73222,12
,,,,P-C65,San Xose Obreiro,42.22486,-8.71188,81
P-C65,San Xose Obreiro,,,,,42.22486,-8.71188,81
,,,,P-C58,Senda da Agua (Teis),42.25297,-8.67856,149
L1,Porto (coast),,,,,41.14051,-8.61650,13
,,,,L2,Foz do Douro,41.14970,-8.67592,12
L2,Foz do Douro,,,,,41.14970,-8.67592,12
,,,,L3,Nevogilde,41.16786,-8.68781,12
L3,Nevogilde,,,,,41.16786,-8.68781,12
,,,,L4,Matosinhos,41.18781,-8.69313,6
L4,Matosinhos,,,,,41.18781,-8.69313,6
,,P-L4-1,Praia de Matosinhos,,,41.17698,-8.69259,0
,,,,.,,41.19089,-8.69638,12
,,,,.,,41.19050,-8.70509,9
,,,,L5,Leça de Palmeira,41.19403,-8.70746,9
L5,Leça de Palmeira,,,,,41.19403,-8.70746,9
,,,,L6,Perafita,41.21960,-8.71404,9
L6,Perafita,,,,,41.21960,-8.71404,9
,,,,L7,Lavra,41.24284,-8.72639,6
L7,Lavra,,,,,41.24284,-8.72639,6
,,,,L8,Labruge (coastal),41.27471,-8.72750,13
L8,Labruge (coastal),,,,,41.27471,-8.72750,13
,,,,L9,Vila Chá,41.29322,-8.73393,6
L9,Vila Chá,,,,,41.29322,-8.73393,6
,,,,L10,Mindelho (coastal),41.31076,-8.74003,9
L10,Mindelho (coastal),,,,,41.31076,-8.74003,9
,,,,L11,Ávore,41.33043,-8.73866,7
L11,Ávore,,,,,41.33043,-8.73866,7
,,,,P-C11,Azurara,41.35036,-8.73899,6
P-T1,Seixas,,,,,41.89631,-8.81894,8
,,,,P-T2,Lanhelas,41.90781,-8.79072,25
P-T2,Lanhelas,,,,,41.90781,-8.79072,25
,,,,P-T3,Gondarém,41.91668,-8.76107,37
P-T3,Gondarém,,,,,41.91668,-8.76107,37
,,,,P-T4,Vila Nova de Cerveira,41.94695,-8.74035,21
P-T4,Vila Nova de Cerveira,,,,,41.94695,-8.74035,21
,,,,P-T5,Lovelhe,41.95439,-8.73215,49
P-T5,Lovelhe,,,,,41.95439,-8.73215,49
,,,,P-T6,Reboreda,41.95858,-8.72752,54
P-T6,Reboreda,,,,,41.95858,-8.72752,54
,,,,P-T7,São Pedro da Torre,41.98998,-8.66673,19
P-T7,São Pedro da Torre,,,,,41.98998,-8.66673,19
,,,,P-P203,Valença do Minho,42.03097,-8.64455,67
P-T8,Ponte Rodo-Ferroviária de Valença jetty,,,,,42.03713,-8.64375,3
,,,,.,,42.03512,-8.64528,14
,,,,.,,42.03735,-8.64822,7
,,,,P-P204,Tui,42.04640,-8.64456,49
P-T9,Touguinha,,,,,41.37183,-8.71586,19
,,,,P-P152,Junqueira,41.37991,-8.67949,59
P-T10,Aerodromo Povóa de Varzim,,,,,41.44825,-8.70577,67
,,,,P-T11,Lagoa Negra,41.46561,-8.73103,36
P-T11,Lagoa Negra,,,,,41.46561,-8.73103,36
,,,,P-T12,Fonte Boa,41.49999,-8.73962,24
P-T12,Fonte Boa,,,,,41.49999,-8.73962,24
,,,,P-C18,Fão,41.51244,-8.77351,9
